log_M,U,R,U - R,Morphology
10.673045,18.736448,16.186728,2.5497208,0
9.996769,17.688707,15.383324,2.3053837,1
9.75533,17.026604,15.526189,1.5004148,4
10.59211,18.091734,15.598664,2.4930696,0
10.279941,18.61122,15.92058,2.6906395,4
10.657578,17.851748,15.369762,2.481985,0
9.576077,17.95114,16.393473,1.5576668,0
11.015025,17.261517,14.691832,2.569685,0
10.570891,19.15852,16.961931,2.1965885,4
10.021197,17.537415,15.683371,1.854044,0
11.54289,16.457064,13.680784,2.7762794,1
11.327571,16.374561,13.810087,2.564474,1
10.339862,18.633839,16.114742,2.5190964,1
10.627597,18.63841,16.29554,2.3428707,0
10.421299,18.055643,16.327133,1.7285099,4
10.531126,18.153051,16.225334,1.9277172,0
10.401871,18.55191,16.061647,2.490263,1
9.721626,17.336023,15.580144,1.7558794,0
10.793779,18.37817,15.769782,2.608388,1
10.304255,17.855145,16.311882,1.5432625,0
9.798473,17.755718,15.865557,1.8901615,4
11.657389,17.227638,14.440294,2.787344,1
10.761818,18.947664,16.474188,2.4734764,4
10.070992,17.73141,15.871235,1.8601742,0
9.53697,18.445436,16.587282,1.8581543,0
11.036752,17.406424,14.798927,2.6074963,0
11.078567,18.13213,15.496841,2.6352882,1
10.13535,17.916542,16.014784,1.9017582,0
10.863316,17.421335,14.9131,2.508235,4
10.573881,19.207106,16.503262,2.703844,4
10.369131,18.134295,15.885637,2.2486572,4
9.658447,17.851702,16.34918,1.5025215,4
10.172261,18.449581,15.919492,2.5300894,0
10.071598,18.289387,16.06784,2.2215462,4
9.721626,16.553774,14.8243685,1.7294054,4
11.113086,18.112211,15.472796,2.6394148,1
9.938327,17.678516,15.993302,1.685214,4
9.61141,18.71286,16.849741,1.8631191,4
10.06925,19.084972,16.485437,2.599535,0
11.016425,17.41747,14.882469,2.5350018,4
10.970329,17.89049,15.200465,2.6900244,1
10.595585,18.814001,16.153358,2.6606426,0
10.766356,18.420624,15.736269,2.6843548,1
9.881449,17.620518,15.627364,1.9931536,0
9.980218,17.815659,16.115137,1.7005215,0
10.690884,17.559128,14.711325,2.847803,4
10.838462,16.278065,13.819777,2.4582882,4
10.144244,18.616451,16.207771,2.40868,1
10.268377,17.361673,15.7845,1.5771732,0
10.34421,16.388575,14.730871,1.6577034,4
10.627787,16.78262,14.469538,2.3130817,4
9.977092,18.192053,15.848899,2.343154,1
11.35564,16.793959,14.058969,2.7349901,0
10.193853,18.263693,15.867126,2.3965664,0
10.523451,18.516945,15.957358,2.5595865,1
10.663072,17.951437,15.411557,2.5398798,0
9.797695,17.693047,15.471599,2.221448,4
11.001669,16.9429,14.286509,2.6563911,1
9.892742,17.47787,15.735303,1.742568,0
9.633391,18.18609,16.536604,1.6494865,4
11.680573,16.420855,13.459911,2.9609432,4
10.665872,17.398907,14.948857,2.4500494,1
10.504659,18.136782,15.779418,2.3573637,1
10.923909,17.463894,14.948779,2.5151148,1
9.851689,18.246403,16.755194,1.491209,0
9.847988,18.11951,16.26546,1.8540516,4
9.360199,16.660835,15.35444,1.3063955,0
10.140932,17.135046,15.653547,1.4814987,4
10.47014,16.92842,14.777235,2.151184,0
9.631835,18.172626,16.726439,1.446188,4
11.193684,16.435934,13.737392,2.6985416,1
10.159395,17.68321,16.113302,1.5699081,0
10.870869,17.244947,15.00122,2.2437277,1
9.448889,17.95666,16.588879,1.3677807,4
10.371931,19.70842,16.974775,2.7336445,0
11.661614,16.458132,13.878861,2.5792704,4
10.965792,16.84442,14.36888,2.4755392,0
10.382094,18.598982,16.201363,2.3976192,1
10.59071,19.129618,16.92251,2.2071075,0
10.837374,17.045572,15.140689,1.9048834,4
10.26104,16.27363,14.363459,1.9101715,0
10.416761,16.913933,14.561898,2.3520346,0
10.654251,16.359745,14.329373,2.0303717,4
9.846604,18.257504,16.514326,1.7431774,0
9.599728,18.081066,16.44757,1.6334953,0
9.935806,18.225145,16.475718,1.7494278,4
11.448291,17.998127,14.957104,3.0410233,4
9.542011,17.062681,15.835157,1.2275238,0
10.133391,16.950243,15.168075,1.7821684,4
9.911036,17.123926,15.357407,1.7665195,4
10.335784,19.561008,16.975298,2.5857105,0
10.11141,18.35645,16.381676,1.9747734,0
9.717722,18.456398,16.982756,1.4736423,0
11.157578,17.56441,15.026449,2.53796,0
10.706476,18.573055,15.957473,2.6155825,4
9.932338,17.44579,15.311788,2.1340017,4
10.782068,17.582594,15.215703,2.366891,0
10.295179,17.105652,14.747577,2.3580751,0
9.953757,19.212645,16.757114,2.4555302,1
10.164094,18.790869,16.432905,2.3579636,1
10.064209,17.316378,15.743616,1.5727615,0
9.561083,18.310034,16.736563,1.5734711,4
10.942665,17.43567,14.847003,2.5886679,1
11.151019,16.97813,14.283077,2.695053,0
10.289554,15.7885685,14.099765,1.6888037,4
9.713243,18.425446,16.725735,1.6997108,4
10.344737,16.936422,14.955144,1.9812784,4
10.501859,16.650665,14.462527,2.188138,4
9.984295,17.495993,15.582687,1.9133053,4
10.028197,17.210316,15.567577,1.6427383,4
10.549017,18.157614,15.567804,2.5898094,0
10.503069,17.428608,15.496537,1.9320707,4
10.023934,17.004303,15.170906,1.8333969,0
10.863194,16.008495,13.707686,2.300809,4
9.543568,18.97388,16.968706,2.0051746,0
10.120542,18.004242,16.163116,1.8411255,0
9.593117,17.629337,16.054178,1.5751591,4
10.870531,17.379105,15.067199,2.3119059,4
9.376969,17.991425,16.976833,1.0145912,0
10.22841,17.654747,15.96271,1.6920366,0
11.186848,16.40765,13.932554,2.4750957,0
10.126002,17.145357,15.114481,2.0308762,4
10.369131,16.906069,15.154183,1.7518854,4
9.933722,18.469593,16.189266,2.2803268,4
9.79978,17.64027,15.795578,1.8446922,4
10.042011,17.424345,15.528386,1.8959589,4
10.167393,19.325897,16.911396,2.4145012,0
10.739914,19.026302,16.376804,2.649498,0
10.946363,17.320175,14.920535,2.39964,4
9.810484,18.345558,16.699293,1.646265,4
9.543568,17.743078,16.298328,1.4447498,0
10.416761,17.111008,15.071379,2.039629,4
11.55498,16.641218,13.92096,2.7202578,0
11.186658,17.618584,14.753601,2.8649826,4
9.92165,18.578283,16.355185,2.2230988,0
9.765588,17.898085,16.259203,1.6388817,0
10.514498,18.268122,15.737058,2.531064,0
9.770799,17.286858,15.6137705,1.6730871,0
9.71598,18.40733,16.287935,2.1193943,0
9.758456,17.808184,16.218056,1.590128,1
10.416761,17.315847,15.193233,2.1226149,0
10.130608,16.824673,14.999352,1.8253202,4
10.706476,17.038643,14.8693075,2.1693354,4
10.146579,18.770796,16.372194,2.3986015,0
11.117311,17.373102,14.833265,2.539837,1
9.672604,18.6727,16.50162,2.1710815,0
9.995991,18.724222,16.727356,1.9968662,0
10.902061,18.729208,16.352793,2.3764153,4
10.224925,18.344893,15.904615,2.440277,0
10.064209,17.40668,15.335177,2.0715017,4
10.288343,17.607584,15.408506,2.1990776,0
10.237961,17.498219,16.099787,1.3984318,0
9.599106,17.702108,16.198908,1.5032005,4
10.738514,17.890244,15.492865,2.397379,0
11.170219,17.728258,15.028714,2.699544,1
10.19698,17.03972,15.326415,1.7133055,0
10.298317,16.363504,14.751913,1.6115913,4
11.286606,16.824924,14.328276,2.4966488,1
10.136128,18.05843,16.243975,1.814455,0
11.077356,17.93432,15.380071,2.5542498,4
10.118613,17.964022,16.400576,1.563446,0
11.35443,17.340597,14.678707,2.66189,1
10.29301,17.7324,15.663317,2.0690842,4
10.000068,16.571062,15.243119,1.3279428,4
10.140932,18.350386,15.939324,2.4110613,0
9.362377,18.115543,16.990194,1.125349,0
9.513372,17.709558,16.425303,1.284256,0
10.712102,17.655163,15.23971,2.415453,4
10.449691,18.18844,15.594671,2.593769,4
9.932943,18.292793,16.290329,2.0024643,0
11.046217,18.614447,15.93049,2.683957,0
10.271515,17.0777,15.150428,1.9272718,0
9.807358,18.380009,16.853998,1.5260105,0
11.078567,18.699726,15.961908,2.7378178,1
10.146579,18.879536,16.487572,2.391964,4
11.164472,17.482538,14.932504,2.5500345,1
10.244525,17.820627,15.8285475,1.9920797,0
9.567508,17.400871,15.855299,1.5455723,0
11.755414,16.357347,13.572861,2.7844868,1
9.793791,18.13823,16.655142,1.4830875,0
11.484358,16.066174,13.392435,2.6737385,1
10.677773,16.615337,14.309325,2.3060122,4
10.162352,17.699505,15.731866,1.967639,4
10.028197,17.85672,15.756043,2.1006765,4
11.448101,16.303232,13.617132,2.6861,1
11.05918,16.46264,13.795351,2.6672897,1
10.352973,18.558645,16.22292,2.3357258,0
9.871323,17.930075,16.621477,1.3085976,0
10.416761,16.961353,15.390662,1.5706911,0
10.677151,17.432594,14.990212,2.4423819,0
11.337374,17.493769,14.913938,2.5798311,4
9.792827,17.821299,16.18256,1.6387386,4
10.361768,16.684702,15.012047,1.6726551,1
11.032214,16.722471,14.151213,2.5712585,1
11.327719,16.18816,13.653924,2.534236,4
10.023934,19.241236,16.814241,2.4269943,0
10.286416,17.388796,15.495188,1.8936081,0
9.772977,17.99407,16.665255,1.3288155,4
9.93268,18.66113,16.364857,2.2962742,0
9.989163,18.171799,16.569212,1.6025867,0
9.781144,18.287764,16.584553,1.7032108,0
10.755224,18.430614,16.027815,2.4027996,0
9.737961,18.899584,16.936459,1.9631252,4
10.26384,18.00689,15.734868,2.2720213,0
9.279402,17.568005,16.263823,1.304182,4
10.074119,17.224188,15.077924,2.146264,4
9.92165,18.574995,16.285341,2.2896538,0
9.734056,17.306955,15.873532,1.433423,0
10.622627,18.042019,15.605829,2.4361897,1
11.50875,16.283463,13.672916,2.610546,1
10.209152,16.944178,15.727086,1.2170916,4
9.775497,18.133627,16.642796,1.4908314,3
10.837374,16.224878,13.848854,2.3760242,4
9.873065,18.236052,16.496536,1.7395153,0
11.301117,16.965124,14.371028,2.5940962,1
9.612188,17.798437,16.02471,1.7737274,4
10.369131,17.572647,15.457868,2.1147795,4
10.119577,18.249578,15.814463,2.4351158,3
10.987158,17.063202,14.601918,2.4612837,0
9.643017,17.644163,16.142345,1.5018177,0
9.681207,18.646788,16.702894,1.9438934,0
10.341072,17.145452,15.413143,1.7323093,4
10.128523,18.978863,16.52931,2.4495525,0
10.952639,17.469883,14.889711,2.5801716,1
11.003259,17.673893,15.076743,2.5971498,0
10.735566,19.075228,16.215557,2.8596706,0
10.618711,18.280281,15.777982,2.5022993,0
10.500121,15.975702,14.192865,1.7828369,4
10.428135,18.13674,15.494199,2.642541,4
10.099542,17.778711,15.803161,1.9755507,0
10.35723,18.364332,16.54396,1.8203716,0
10.558118,19.263893,16.673788,2.590105,0
10.201949,16.456352,14.894522,1.5618305,4
9.646579,17.535044,16.047949,1.4870949,4
10.238147,17.71789,15.443388,2.2745018,4
10.655989,16.300833,14.506259,1.7945738,4
9.695596,18.679354,16.857157,1.822197,4
9.474571,19.156553,16.985115,2.1714382,0
10.553243,15.981484,14.195848,1.785636,4
11.632012,17.086336,14.344202,2.742134,1
11.458766,16.708654,14.074789,2.6338654,0
10.031323,18.637312,16.86969,1.767622,4
9.839821,18.355886,16.646267,1.7096195,0
9.800358,17.087463,15.703697,1.3837662,0
9.919472,17.673399,15.706133,1.9672661,4
11.088582,16.724709,14.047356,2.677353,4
10.028197,17.248945,15.929694,1.3192511,4
10.513098,16.463118,14.860004,1.6031132,4
11.023451,17.097023,14.526435,2.570588,4
9.615314,17.385395,16.226414,1.1589813,0
10.658978,16.989555,14.801536,2.1880198,4
11.658978,16.407541,13.708486,2.6990557,0
9.918425,18.476706,16.369312,2.1073933,0
9.982738,18.79117,16.494286,2.2968845,0
10.901871,17.484463,14.899844,2.5846186,0
10.044532,17.420752,15.731439,1.6893129,0
9.714021,18.226118,16.72157,1.504549,4
9.734835,17.903837,16.19818,1.705658,4
9.834174,18.114944,15.930111,2.1848335,4
10.436617,17.702316,15.3082695,2.3940468,4
10.00181,18.647371,16.424994,2.2223778,1
10.48262,17.282686,15.086317,2.1963692,0
9.988385,18.55251,16.522171,2.0303383,0
10.042789,18.342045,16.126804,2.2152405,4
9.954535,17.205778,15.476083,1.7296953,4
9.986829,18.119162,16.00546,2.1137009,0
9.840007,18.541462,16.362165,2.1792965,1
10.518723,18.517946,16.03665,2.4812965,0
11.127475,17.120193,14.513258,2.6069355,0
10.130265,17.29099,15.559043,1.7319479,0
10.107273,16.822168,15.343199,1.4789696,3
10.074119,18.4792,16.120207,2.3589935,0
11.096795,17.621273,15.020325,2.6009483,1
9.764103,18.436401,16.702139,1.7342625,0
9.842527,18.480791,16.836277,1.6445141,0
10.471107,17.573853,15.410367,2.1634855,4
9.626002,17.65239,15.940755,1.7116346,0
11.403271,16.648867,13.925545,2.723322,1
10.363194,17.266064,15.104488,2.1615753,4
10.141118,18.194351,15.948339,2.2460117,4
9.929817,17.419262,15.741968,1.6772938,4
9.666615,17.862623,15.893376,1.9692469,0
9.919908,17.910357,16.069181,1.8411751,0
10.380505,18.513397,15.893056,2.6203413,4
10.015551,17.56987,16.063614,1.5062561,0
9.532102,18.05765,16.636848,1.4208012,0
10.047658,16.959827,14.902669,2.0571585,4
10.803044,17.98689,15.374133,2.6127577,1
9.905389,18.463219,16.729456,1.7337627,0
9.558562,18.352167,16.790638,1.5615292,0
10.424099,18.39215,15.902104,2.4900465,1
10.474555,18.546158,16.869444,1.676714,0
9.608487,18.09629,16.869978,1.2263126,4
10.001032,19.06743,16.973867,2.093563,0
10.740721,16.604034,14.621469,1.9825659,4
10.324771,17.459492,15.179826,2.279666,4
10.306743,18.778824,16.319138,2.4596863,0
11.17951,18.366295,15.672975,2.6933203,0
10.545595,18.878437,16.323584,2.5548534,0
10.572819,16.129017,13.904623,2.2243938,4
9.897005,17.410528,15.5765085,1.8340197,4
10.344399,17.35947,14.991486,2.3679848,4
9.693853,17.947968,16.524153,1.4238148,0
10.932862,17.69752,15.116815,2.5807047,0
10.115314,18.862196,16.48063,2.381565,4
10.983398,18.260412,15.698381,2.5620308,0
10.912224,16.683302,13.952741,2.7305613,4
10.466129,16.85301,14.916792,1.9362183,4
9.703333,18.398836,16.604073,1.7947636,4
10.402061,18.809866,16.279047,2.530819,0
9.485865,17.59877,16.391466,1.207304,0
10.837374,17.441523,15.029682,2.4118404,1
10.738176,18.427525,15.887856,2.539669,1
10.24244,18.380936,15.95744,2.4234953,0
10.642256,16.938541,14.54497,2.3935719,4
9.933908,18.314697,16.472134,1.8425636,1
9.483517,17.633282,16.442263,1.191019,0
10.439528,19.416769,16.870625,2.5461445,0
10.403461,18.47336,16.01592,2.4574394,0
9.964848,16.657984,15.133671,1.524313,4
10.113931,18.461473,16.333256,2.1282177,4
9.855158,18.033367,16.452831,1.5805359,0
9.916263,18.320381,16.735106,1.5852757,0
10.654441,18.295353,15.995745,2.2996082,0
9.824265,18.679554,16.233139,2.446415,0
10.368941,16.0123,13.978425,2.0338755,4
10.304132,18.900599,16.46207,2.438528,0
9.998511,18.5906,16.379633,2.210966,0
10.061083,18.942297,16.819115,2.1231823,4
9.874449,17.90405,16.375416,1.528635,4
10.485568,18.199621,15.724936,2.4746857,4
9.842341,18.450499,16.284855,2.1656437,0
11.006396,16.147295,13.86148,2.2858152,4
11.192473,17.267845,14.652059,2.6157866,1
10.106931,18.38484,16.135649,2.2491913,4
10.525188,16.148394,14.322607,1.8257866,4
10.249829,16.733793,14.770198,1.9635954,4
10.919561,17.956406,15.267332,2.6890736,0
9.680771,17.762482,16.148811,1.6136703,0
10.248087,19.32864,16.913824,2.414816,0
10.21598,17.78637,15.55804,2.2283297,4
11.299907,17.50536,14.790959,2.7144003,0
10.268377,18.614933,16.298668,2.316265,4
11.264177,17.44481,14.838527,2.6062841,1
9.855174,18.462822,16.604797,1.8580246,4
10.565455,17.451286,15.146537,2.3047495,0
10.725403,18.685776,16.187647,2.498129,3
10.150842,19.016954,16.60179,2.415165,1
11.946553,15.8553705,13.135396,2.7199745,1
11.337991,17.470562,14.798564,2.671998,0
9.949075,17.752958,15.819136,1.9338226,0
10.199429,17.410301,15.273123,2.1371784,0
10.144244,18.29478,16.08686,2.20792,0
9.786402,18.766745,16.656765,2.1099796,0
9.699771,18.095613,16.601799,1.4938145,0
9.995385,17.77336,15.970288,1.803071,4
10.10032,17.523935,15.660531,1.8634043,0
10.165058,19.274508,16.575584,2.698923,0
9.705075,18.709435,16.944427,1.765007,0
9.593117,18.283808,16.593002,1.6908054,4
10.98262,17.943861,15.486064,2.457797,1
10.252087,15.5552845,14.579976,0.9753084,4
9.922428,18.083946,16.377264,1.7066822,0
10.248087,18.271982,15.854526,2.4174566,0
9.878928,18.591629,16.860535,1.7310944,0
10.170519,16.918781,15.361766,1.5570154,4
10.984358,17.807259,15.315395,2.4918633,4
9.940286,18.057924,16.241383,1.8165417,4
11.734288,16.394003,13.4253,2.9687033,3
10.566544,17.579657,15.288575,2.2910814,4
10.961064,18.63107,15.918175,2.7128944,4
9.759234,18.669104,16.92122,1.7478828,4
10.547617,17.29956,15.042605,2.2569551,4
10.079376,18.806791,16.331226,2.475565,1
10.229794,16.477633,14.5604,1.9172325,0
11.327571,17.210054,14.512643,2.6974115,0
9.620542,17.7128,16.042007,1.6707916,4
10.165058,18.030748,15.497088,2.53366,0
10.021976,17.135138,15.470836,1.6643019,4
10.690736,17.595469,15.012853,2.5826159,1
9.911036,17.34323,15.594084,1.7491455,4
10.497131,17.949465,15.518627,2.4308376,0
9.989163,17.668224,16.070553,1.5976715,0
10.854563,17.67969,15.1691065,2.510583,1
9.828527,18.668076,16.874445,1.7936306,0
10.700539,17.899048,15.454037,2.4450111,1
9.605967,18.474936,16.8345,1.6404362,0
10.84141,16.174154,13.891272,2.2828827,4
10.021976,17.93546,16.305153,1.6303062,0
10.17556,17.456726,15.52435,1.9323759,4
11.703339,16.090872,13.427213,2.663659,1
9.827749,17.909744,16.332867,1.5768776,4
9.42165,18.102379,16.754736,1.3476429,4
9.631649,18.281422,16.747406,1.5340157,4
9.72841,17.420837,15.575508,1.8453293,4
10.304255,17.25468,14.974893,2.279788,1
10.412536,16.791433,14.442852,2.3485813,0
10.524229,17.572817,15.329922,2.2428951,4
11.136212,18.097204,15.477473,2.619731,0
10.676035,19.395115,16.706161,2.6889534,0
10.02154,18.184866,16.501307,1.6835594,0
9.705075,18.383163,16.615969,1.7671947,0
9.746703,18.603138,16.716854,1.8862839,3
10.007383,19.300371,16.882778,2.417593,4
10.628685,17.237057,14.738936,2.4981203,1
10.321971,17.43217,15.683746,1.7484245,4
10.752276,18.750446,16.03489,2.715557,0
10.690736,16.043163,14.429862,1.6133013,4
11.255414,16.70117,14.0266075,2.6745625,1
10.185872,18.397463,16.043842,2.3536205,0
10.148664,17.011414,15.378795,1.6326189,4
10.086765,18.787407,16.462944,2.324463,1
9.883797,17.309515,15.60034,1.7091751,0
10.218686,17.575432,15.338897,2.236535,3
10.606621,17.265842,15.055708,2.2101345,4
11.014688,17.463556,14.690895,2.7726612,4
10.777141,18.53032,16.012945,2.517374,1
10.177302,19.112938,16.378317,2.734621,4
9.571598,17.858458,16.683079,1.1753788,0
11.148314,17.039982,14.345971,2.6940107,1
9.673039,18.289722,16.64114,1.6485825,0
11.533424,16.250837,13.4287815,2.8220558,4
10.174782,17.36698,15.095433,2.2715464,4
9.456278,17.367662,15.830249,1.5374136,4
10.940928,16.858402,14.276663,2.5817394,0
10.667609,19.164892,16.376726,2.788166,4
10.955439,18.011286,15.446212,2.565074,4
9.537313,17.35997,15.581097,1.7788734,4
10.805343,17.589857,15.095927,2.4939299,1
11.186848,17.866966,15.202866,2.6641006,0
10.097021,19.212294,16.824596,2.3876972,4
11.396245,16.18081,13.7839155,2.3968954,4
11.344399,17.080088,14.426594,2.653494,1
10.402839,18.105818,15.941719,2.1640987,0
10.729751,18.300686,15.631858,2.668828,4
10.394845,18.69402,16.150387,2.5436325,1
10.973467,17.832264,15.1991625,2.6331015,0
10.38596,18.566227,16.157763,2.4084644,0
9.962703,18.179153,16.13881,2.0403442,1
9.92417,18.758612,16.622324,2.1362877,0
11.475955,17.512743,14.805904,2.7068386,1
11.146015,17.618229,14.9632,2.6550293,0
9.51303,18.630083,16.99603,1.6340523,4
9.74244,18.564642,16.43526,2.1293812,4
9.519641,18.19345,16.386683,1.8067684,4
9.61141,18.014084,16.549803,1.4642811,0
10.40486,18.01473,15.657078,2.3576527,0
10.71804,17.28027,14.885843,2.3944263,4
9.234835,16.84428,15.635362,1.2089186,4
10.18959,18.237206,15.810381,2.4268246,1
10.394845,17.997452,15.543339,2.454113,0
10.521523,16.873241,14.568395,2.3048468,4
10.81007,17.670296,15.131896,2.5383997,0
10.711319,17.1797,14.663244,2.5164566,0
10.318523,17.4215,15.338108,2.0833912,4
11.208964,16.163559,13.71445,2.449109,1
9.848174,17.53644,15.578763,1.9576769,4
10.847347,16.336592,13.863376,2.473216,4
10.485758,17.816923,15.732611,2.0843124,0
9.902994,18.035637,16.53055,1.5050869,0
10.577019,17.670527,15.424603,2.245923,4
11.375406,16.39685,13.659309,2.7375412,1
10.402061,17.790459,15.383966,2.4064922,1
10.626049,17.13577,15.401432,1.7343388,0
10.595247,18.168568,16.052715,2.1158524,0
9.809706,18.527584,16.679285,1.848299,0
10.425647,18.872612,16.271904,2.600708,1
10.752276,17.87499,15.269436,2.6055546,1
9.807358,17.901787,16.24015,1.6616364,0
10.654778,16.263304,14.119748,2.1435556,4
10.994521,18.702063,15.946438,2.7556248,1
10.029581,17.860893,15.797779,2.0631142,4
10.083281,17.260748,14.977335,2.283413,4
11.623249,17.006834,14.3344,2.6724339,4
9.828527,18.448532,16.726141,1.7223911,0
10.750876,19.099125,16.41869,2.6804352,1
10.367393,19.116854,16.71489,2.4019642,0
10.563528,18.967775,16.462006,2.5057697,1
11.024068,17.678675,15.029351,2.6493235,3
11.13974,18.150738,15.555036,2.5957022,1
10.656178,17.70414,15.133379,2.5707607,0
10.662116,18.659462,16.114237,2.5452251,0
11.428662,16.66976,13.946636,2.7231236,0
10.223369,18.55337,16.294546,2.2588234,0
10.529726,17.592371,15.5901785,2.0021925,1
9.966404,17.873394,16.083748,1.7896461,0
9.863325,18.157156,16.359043,1.7981129,4
10.34421,17.395744,15.587095,1.8086491,4
12.098385,16.105343,13.281503,2.8238401,1
10.107895,19.164278,16.72767,2.4366074,0
10.645703,19.520931,16.863735,2.657196,1
11.246769,18.628605,15.989581,2.6390238,4
11.248169,18.180073,15.439436,2.7406368,0
9.664094,18.234753,16.661139,1.5736141,4
9.630265,17.17591,15.825444,1.3504667,0
10.393297,16.52,14.922867,1.5971336,0
9.364898,18.182793,16.842619,1.3401737,4
10.249829,17.870539,15.707071,2.1634674,4
10.194632,16.967495,15.339901,1.627594,4
10.489958,18.590265,16.732176,1.8580894,0
10.183352,18.151516,15.822038,2.3294783,0
11.084382,17.753355,15.098924,2.6544313,1
11.210512,17.542288,14.936725,2.6055632,1
10.55479,17.600494,15.305029,2.2954655,0
9.705853,16.92965,15.182803,1.7468462,4
9.626781,18.290375,16.011763,2.2786121,1
10.465602,18.262861,15.691022,2.5718393,4
11.111158,16.895199,14.241756,2.6534424,1
11.026399,17.181747,14.442822,2.738925,1
9.680429,17.054579,15.22727,1.8273087,4
10.311808,18.137615,15.661682,2.475933,0
11.840199,16.22993,13.559769,2.6701622,0
10.898733,17.240536,14.506769,2.7337666,0
11.397523,16.502136,13.916108,2.586028,1
11.115384,16.558353,13.961294,2.5970592,1
9.363155,18.22826,16.841677,1.3865833,0
10.058562,17.777431,15.905953,1.8714781,4
9.754366,18.522194,16.726532,1.7956619,4
9.854552,18.295906,16.694252,1.601654,0
10.295179,16.993528,15.345599,1.6479292,4
11.431273,17.718391,14.960945,2.7574463,1
11.76244,18.087788,14.896587,3.1912003,0
9.970308,17.319418,14.983874,2.3355436,4
9.982738,18.13159,16.07255,2.05904,0
10.674445,18.438972,15.783069,2.6559038,0
10.305844,18.651838,16.244501,2.4073372,0
9.883191,17.833057,16.31429,1.5187683,0
10.375069,17.512905,15.340403,2.1725025,4
10.563718,17.805819,15.560582,2.2452364,0
11.284584,16.475779,13.774457,2.7013216,4
9.925554,18.302155,16.293163,2.0089912,0
9.996769,19.128176,16.689922,2.4382534,0
9.768108,18.615717,16.781305,1.8344116,0
10.664472,18.460785,15.916896,2.543889,4
9.568472,18.434458,16.860538,1.5739193,0
10.228752,18.911173,16.344107,2.5670662,0
11.455628,17.653944,14.915466,2.7384777,1
10.611496,18.462948,15.896189,2.566759,0
11.644615,17.730244,14.724821,3.0054226,1
11.54289,17.630325,14.775272,2.855053,0
10.55778,18.45031,15.970857,2.479453,1
10.424437,18.626764,15.961708,2.6650562,0
9.884575,19.315771,16.885328,2.4304428,0
9.938201,18.04229,15.837795,2.2044945,4
11.495584,16.554344,13.919931,2.6344128,0
9.940907,16.802578,14.91248,1.8900976,4
9.788144,18.25997,16.270262,1.989708,0
9.857336,18.343163,16.624651,1.7185116,0
10.54149,17.71812,15.36777,2.3503504,4
10.321444,18.140406,15.880431,2.2599745,1
9.846604,18.45917,16.62733,1.8318386,1
9.480996,17.782084,15.826203,1.9558802,0
10.427237,16.952635,14.530856,2.4217787,1
9.79127,17.863108,16.600958,1.2621498,0
10.2185,17.172033,15.433697,1.7383366,4
10.34561,18.459347,16.123198,2.3361492,0
10.773813,15.9047575,13.543825,2.3609324,4
10.98542,18.261068,15.652941,2.6081276,0
10.652258,19.041656,16.404028,2.6376286,1
9.765588,17.417568,15.879186,1.5383825,3
9.60889,18.414698,16.77329,1.641407,3
11.627475,17.293015,14.488226,2.8047886,0
10.081119,18.18809,16.214634,1.9734554,4
10.479093,18.818823,16.305298,2.513525,0
11.004807,18.382898,15.670574,2.7123241,0
10.695273,18.929579,16.343792,2.5857868,0
9.907131,17.985928,16.167059,1.8188686,4
10.143017,17.878836,15.59869,2.2801456,1
10.140932,18.187994,16.56541,1.6225834,0
11.014498,17.521263,14.906269,2.614994,0
11.269925,17.921291,15.200318,2.720973,1
10.01303,18.4315,16.289732,2.1417675,0
9.720243,17.68478,16.281012,1.4037685,4
9.977434,17.525076,15.864123,1.6609526,0
10.057784,17.202583,15.710654,1.491929,0
10.686848,19.052687,16.511568,2.5411186,1
11.020123,18.374353,15.726667,2.647686,0
10.225889,19.287848,16.869862,2.417986,0
10.530599,18.28545,15.696706,2.5887442,4
11.053053,17.728846,15.058401,2.6704445,0
10.623059,17.955645,15.382896,2.5727482,1
9.964662,17.371016,15.898857,1.4721584,4
10.71804,18.372978,15.85869,2.514288,0
10.057784,18.355362,16.13437,2.2209911,0
9.932338,17.820574,16.159754,1.66082,0
10.229794,16.837868,14.934682,1.9031858,4
10.056228,17.21318,14.914675,2.2985058,4
9.940722,17.98973,16.245611,1.7441196,0
10.879294,18.175388,15.514229,2.6611595,0
9.786588,18.77014,16.71489,2.0552502,0
9.644058,18.676834,16.980217,1.6966171,0
10.115314,16.457247,14.677675,1.7795715,4
9.779402,18.139233,16.439795,1.6994381,0
10.13417,18.477964,16.308361,2.1696033,4
10.741314,18.876646,16.348715,2.5279312,0
10.065951,18.276993,16.399143,1.8778496,0
10.166615,17.913275,15.5988245,2.3144503,0
10.119577,17.12759,15.493932,1.6336584,4
11.255414,17.354277,14.75917,2.595107,4
10.603821,17.183363,15.080492,2.102871,4
9.983517,17.37185,15.431114,1.9407349,0
11.166209,17.223936,14.496315,2.727621,1
9.978476,18.00911,16.305855,1.7032547,0
9.586765,17.712494,16.214886,1.4976082,0
9.742566,17.96112,16.428253,1.5328674,0
10.468929,18.282396,15.957252,2.3251448,0
9.623482,18.188948,16.547419,1.6415291,0
11.05638,17.396994,14.814242,2.5827513,1
9.652225,17.427029,15.701922,1.7251062,4
10.707902,19.697834,16.740923,2.956911,0
9.472829,18.588842,16.900475,1.6883678,4
11.563866,15.983833,13.258408,2.7254257,1
9.71598,17.502504,16.07702,1.4254837,4
