Year,Month,Monthly Average,Monthly Anomaly Uncertainty
1850,1,11.440000000000001,0.404
1850,2,12.197,0.524
1850,3,12.666,0.449
1850,4,13.345,0.304
1850,5,14.288,0.249
1850,6,15.286,0.295
1850,7,15.758,0.223
1850,8,15.600999999999999,0.257
1850,9,14.747,0.225
1850,10,13.639,0.347
1850,11,12.635,0.325
1850,12,11.98,0.329
1851,1,12.035,0.369
1851,2,12.001,0.362
1851,3,12.474,0.364
1851,4,13.316,0.433
1851,5,14.58,0.313
1851,6,15.38,0.326
1851,7,15.716999999999999,0.228
1851,8,15.456999999999999,0.269
1851,9,14.774,0.299
1851,10,14.083,0.383
1851,11,12.829,0.347
1851,12,12.321,0.369
1852,1,11.955,0.499
1852,2,11.899,0.452
1852,3,12.277000000000001,0.33
1852,4,13.415000000000001,0.326
1852,5,14.764,0.309
1852,6,15.529,0.265
1852,7,15.894,0.199
1852,8,15.411999999999999,0.265
1852,9,14.865,0.23
1852,10,14.064,0.223
1852,11,12.67,0.356
1852,12,12.551,0.417
1853,1,11.923,0.465
1853,2,12.058,0.429
1853,3,12.639000000000001,0.286
1853,4,13.674000000000001,0.27
1853,5,14.645,0.257
1853,6,15.464,0.213
1853,7,15.965,0.235
1853,8,15.706,0.222
1853,9,14.767999999999999,0.211
1853,10,13.754,0.271
1853,11,12.558,0.354
1853,12,12.138,0.292
1854,1,11.644,0.403
1854,2,11.822,0.365
1854,3,12.761000000000001,0.262
1854,4,13.538,0.32
1854,5,14.626,0.253
1854,6,15.16,0.362
1854,7,15.748999999999999,0.279
1854,8,15.569999999999999,0.219
1854,9,14.915,0.282
1854,10,14.34,0.279
1854,11,12.972000000000001,0.375
1854,12,12.219,0.4
1855,1,12.117,0.52
1855,2,12.264999999999999,0.342
1855,3,12.765,0.294
1855,4,13.858,0.332
1855,5,14.681,0.25
1855,6,15.295,0.228
1855,7,15.549,0.23
1855,8,15.508999999999999,0.232
1855,9,14.687999999999999,0.238
1855,10,13.921,0.267
1855,11,12.824,0.26
1855,12,11.921,0.3
1856,1,12.225,0.356
1856,2,12.013,0.419
1856,3,12.623000000000001,0.331
1856,4,13.533000000000001,0.236
1856,5,14.571,0.256
1856,6,15.5,0.378
1856,7,15.641,0.291
1856,8,15.238,0.252
1856,9,14.450999999999999,0.225
1856,10,13.554,0.22
1856,11,12.64,0.25
1856,12,12.037,0.339
1857,1,11.684000000000001,0.366
1857,2,11.859,0.354
1857,3,12.402000000000001,0.304
1857,4,13.123000000000001,0.232
1857,5,14.151,0.216
1857,6,15.079,0.226
1857,7,15.421999999999999,0.231
1857,8,15.302,0.28
1857,9,14.683,0.269
1857,10,13.698,0.221
1857,11,12.711,0.266
1857,12,12.241,0.265
1858,1,11.982000000000001,0.543
1858,2,11.914,0.334
1858,3,12.725,0.311
1858,4,13.664000000000001,0.213
1858,5,14.501,0.187
1858,6,15.372,0.24
1858,7,15.607999999999999,0.21
1858,8,15.434,0.291
1858,9,14.68,0.248
1858,10,13.949,0.222
1858,11,13.036,0.226
1858,12,11.974,0.231
1859,1,11.845,0.354
1859,2,12.11,0.348
1859,3,12.793000000000001,0.293
1859,4,13.953000000000001,0.222
1859,5,14.924,0.218
1859,6,15.514,0.214
1859,7,15.613,0.232
1859,8,15.402,0.213
1859,9,14.638,0.239
1859,10,13.987,0.246
1859,11,13.02,0.266
1859,12,12.374,0.315
1860,1,11.862,0.382
1860,2,12.091,0.324
1860,3,12.333,0.313
1860,4,13.662,0.227
1860,5,14.69,0.214
1860,6,15.425,0.186
1860,7,15.658999999999999,0.219
1860,8,15.54,0.229
1860,9,14.866999999999999,0.253
1860,10,13.873,0.26
1860,11,12.679,0.256
1860,12,11.599,0.335
1861,1,11.197000000000001,0.339
1861,2,11.751,0.358
1861,3,12.451,0.285
1861,4,13.511000000000001,0.332
1861,5,14.443,0.223
1861,6,15.256,0.199
1861,7,15.606,0.244
1861,8,15.559999999999999,0.245
1861,9,14.76,0.248
1861,10,13.758,0.219
1861,11,13.002,0.231
1861,12,12.121,0.292
1862,1,11.283000000000001,0.438
1862,2,11.649,0.355
1862,3,12.496,0.297
1862,4,13.382000000000001,0.328
1862,5,14.619,0.274
1862,6,15.322000000000001,0.221
1862,7,15.601999999999999,0.197
1862,8,15.273,0.26
1862,9,14.628,0.225
1862,10,13.776,0.247
1862,11,12.625,0.373
1862,12,11.608,0.366
1863,1,12.085,0.391
1863,2,12.275,0.417
1863,3,12.697000000000001,0.293
1863,4,13.692,0.233
1863,5,14.696,0.285
1863,6,15.301,0.243
1863,7,15.568,0.24
1863,8,15.379999999999999,0.298
1863,9,14.667,0.302
1863,10,13.779,0.258
1863,11,12.847000000000001,0.298
1863,12,12.18,0.367
1864,1,11.719000000000001,0.379
1864,2,12.014,0.517
1864,3,12.613000000000001,0.354
1864,4,13.528,0.286
1864,5,14.764999999999999,0.239
1864,6,15.545,0.25
1864,7,15.753,0.263
1864,8,15.427999999999999,0.274
1864,9,14.671,0.235
1864,10,13.892,0.254
1864,11,12.828000000000001,0.333
1864,12,12.014,0.246
1865,1,12.278,0.341
1865,2,12.107,0.291
1865,3,12.619,0.297
1865,4,13.561,0.305
1865,5,14.642,0.245
1865,6,15.381,0.273
1865,7,15.758999999999999,0.225
1865,8,15.581,0.256
1865,9,14.953999999999999,0.27
1865,10,14.03,0.268
1865,11,13.047,0.313
1865,12,11.992,0.303
1866,1,12.229000000000001,0.387
1866,2,12.051,0.394
1866,3,12.582,0.34
1866,4,13.432,0.282
1866,5,14.564,0.22
1866,6,15.391,0.229
1866,7,16.052,0.242
1866,8,15.546999999999999,0.242
1866,9,14.862,0.272
1866,10,13.983,0.29
1866,11,13.166,0.268
1866,12,12.56,0.28
1867,1,12.049000000000001,0.426
1867,2,12.08,0.352
1867,3,12.744,0.254
1867,4,13.806000000000001,0.282
1867,5,14.526,0.215
1867,6,15.442,0.21
1867,7,15.751999999999999,0.261
1867,8,15.501999999999999,0.253
1867,9,15.032,0.219
1867,10,14.25,0.312
1867,11,13.464,0.372
1867,12,12.308,0.385
1868,1,11.697000000000001,0.343
1868,2,11.759,0.323
1868,3,12.724,0.287
1868,4,13.82,0.275
1868,5,14.828,0.22
1868,6,15.52,0.227
1868,7,15.997,0.224
1868,8,15.706999999999999,0.206
1868,9,14.913,0.204
1868,10,14.233,0.247
1868,11,12.888,0.238
1868,12,12.324,0.341
1869,1,11.986,0.366
1869,2,12.349,0.408
1869,3,12.604000000000001,0.278
1869,4,13.688,0.221
1869,5,14.751999999999999,0.2
1869,6,15.462,0.312
1869,7,15.709999999999999,0.208
1869,8,15.584,0.228
1869,9,15.093,0.184
1869,10,14.019,0.255
1869,11,13.017000000000001,0.213
1869,12,12.058,0.281
1870,1,11.902000000000001,0.296
1870,2,11.936,0.291
1870,3,12.697000000000001,0.211
1870,4,13.680000000000001,0.266
1870,5,14.728,0.208
1870,6,15.558,0.159
1870,7,15.850999999999999,0.22
1870,8,15.49,0.205
1870,9,14.981,0.186
1870,10,13.913,0.194
1870,11,12.893,0.252
1870,12,11.903,0.254
1871,1,11.671000000000001,0.294
1871,2,11.809,0.297
1871,3,12.778,0.221
1871,4,13.893,0.17
1871,5,14.649,0.172
1871,6,15.435,0.189
1871,7,15.796,0.176
1871,8,15.584999999999999,0.18
1871,9,14.786,0.203
1871,10,13.988,0.223
1871,11,12.678,0.254
1871,12,12.082,0.24
1872,1,11.756,0.278
1872,2,12.009,0.258
1872,3,12.686,0.25
1872,4,13.592,0.227
1872,5,14.741999999999999,0.208
1872,6,15.387,0.166
1872,7,15.828999999999999,0.206
1872,8,15.732999999999999,0.216
1872,9,14.985,0.205
1872,10,14.034,0.201
1872,11,12.791,0.247
1872,12,11.985,0.293
1873,1,11.895,0.253
1873,2,12.333,0.272
1873,3,12.771,0.216
1873,4,13.497,0.234
1873,5,14.66,0.193
1873,6,15.449,0.192
1873,7,15.774999999999999,0.183
1873,8,15.626,0.175
1873,9,14.805,0.193
1873,10,14.0,0.186
1873,11,12.879000000000001,0.201
1873,12,12.252,0.22
1874,1,11.997,0.232
1874,2,12.148,0.226
1874,3,12.41,0.182
1874,4,13.599,0.207
1874,5,14.716999999999999,0.278
1874,6,15.334,0.191
1874,7,15.678999999999998,0.196
1874,8,15.597,0.213
1874,9,15.01,0.185
1874,10,13.922,0.187
1874,11,12.797,0.205
1874,12,12.158,0.196
1875,1,11.748000000000001,0.232
1875,2,12.051,0.243
1875,3,12.592,0.172
1875,4,13.581000000000001,0.182
1875,5,14.655,0.195
1875,6,15.374,0.205
1875,7,15.722,0.19
1875,8,15.517999999999999,0.216
1875,9,14.905,0.182
1875,10,14.053,0.185
1875,11,12.652000000000001,0.189
1875,12,12.015,0.194
1876,1,11.833,0.259
1876,2,12.15,0.235
1876,3,12.755,0.208
1876,4,13.688,0.209
1876,5,14.411,0.174
1876,6,15.32,0.189
1876,7,15.776,0.19
1876,8,15.459,0.213
1876,9,14.811,0.177
1876,10,13.971,0.169
1876,11,12.738,0.187
1876,12,11.902000000000001,0.17
1877,1,12.021,0.246
1877,2,12.328,0.205
1877,3,13.095,0.162
1877,4,13.831000000000001,0.171
1877,5,14.873999999999999,0.182
1877,6,15.582,0.166
1877,7,16.064,0.175
1877,8,15.995999999999999,0.193
1877,9,15.333,0.165
1877,10,14.421,0.166
1877,11,13.428,0.182
1877,12,12.396,0.218
1878,1,12.207,0.259
1878,2,12.833,0.207
1878,3,13.615,0.214
1878,4,14.258000000000001,0.169
1878,5,14.873,0.182
1878,6,15.751,0.189
1878,7,16.041,0.207
1878,8,15.847,0.204
1878,9,15.149,0.19
1878,10,14.169,0.168
1878,11,13.258000000000001,0.211
1878,12,12.362,0.169
1879,1,12.086,0.205
1879,2,12.192,0.178
1879,3,12.991,0.182
1879,4,13.671000000000001,0.174
1879,5,14.690999999999999,0.176
1879,6,15.452,0.201
1879,7,15.715,0.184
1879,8,15.527,0.204
1879,9,14.882,0.176
1879,10,14.16,0.199
1879,11,12.922,0.186
1879,12,11.97,0.18
1880,1,11.842,0.237
1880,2,11.902,0.225
1880,3,12.74,0.188
1880,4,13.602,0.17
1880,5,14.692,0.165
1880,6,15.338000000000001,0.149
1880,7,15.671,0.173
1880,8,15.545,0.185
1880,9,14.802,0.181
1880,10,13.912,0.159
1880,11,13.021,0.189
1880,12,12.246,0.227
1881,1,12.110000000000001,0.217
1881,2,12.225999999999999,0.209
1881,3,12.97,0.17
1881,4,13.943000000000001,0.172
1881,5,14.836,0.177
1881,6,15.301,0.177
1881,7,15.793999999999999,0.176
1881,8,15.626,0.178
1881,9,14.886999999999999,0.179
1881,10,13.98,0.149
1881,11,12.818,0.168
1881,12,12.266,0.2
1882,1,12.321,0.199
1882,2,12.439,0.205
1882,3,12.927,0.176
1882,4,13.674000000000001,0.156
1882,5,14.686,0.164
1882,6,15.326,0.144
1882,7,15.591,0.168
1882,8,15.562,0.198
1882,9,14.987,0.166
1882,10,13.891,0.157
1882,11,12.783000000000001,0.177
1882,12,11.925,0.182
1883,1,11.815000000000001,0.186
1883,2,11.991999999999999,0.177
1883,3,12.96,0.155
1883,4,13.655000000000001,0.153
1883,5,14.706,0.161
1883,6,15.511000000000001,0.165
1883,7,15.671,0.178
1883,8,15.417,0.183
1883,9,14.821,0.162
1883,10,13.956,0.153
1883,11,12.727,0.173
1883,12,12.21,0.175
1884,1,11.979000000000001,0.181
1884,2,12.225999999999999,0.167
1884,3,12.548,0.186
1884,4,13.406,0.146
1884,5,14.354,0.162
1884,6,15.123,0.142
1884,7,15.385,0.171
1884,8,15.286,0.176
1884,9,14.638,0.163
1884,10,13.773,0.148
1884,11,12.609,0.155
1884,12,12.034,0.159
1885,1,11.535,0.18
1885,2,11.948,0.176
1885,3,12.694,0.142
1885,4,13.458,0.162
1885,5,14.381,0.172
1885,6,15.085,0.153
1885,7,15.597,0.168
1885,8,15.338,0.175
1885,9,14.741999999999999,0.155
1885,10,13.905,0.15
1885,11,12.82,0.147
1885,12,12.312,0.151
1886,1,11.578000000000001,0.171
1886,2,11.773,0.166
1886,3,12.509,0.142
1886,4,13.574,0.142
1886,5,14.613,0.158
1886,6,15.192,0.157
1886,7,15.661,0.193
1886,8,15.325999999999999,0.19
1886,9,14.681,0.165
1886,10,13.776,0.141
1886,11,12.662,0.144
1886,12,12.106,0.171
1887,1,11.26,0.172
1887,2,11.721,0.165
1887,3,12.566,0.138
1887,4,13.584000000000001,0.153
1887,5,14.478,0.16
1887,6,15.166,0.158
1887,7,15.604,0.164
1887,8,15.238999999999999,0.183
1887,9,14.782,0.161
1887,10,13.821,0.142
1887,11,12.809000000000001,0.147
1887,12,12.071,0.14
1888,1,11.863,0.191
1888,2,11.901,0.138
1888,3,12.602,0.141
1888,4,13.591000000000001,0.155
1888,5,14.591,0.175
1888,6,15.337,0.182
1888,7,15.703,0.176
1888,8,15.5,0.186
1888,9,14.895,0.166
1888,10,14.154,0.139
1888,11,13.061,0.157
1888,12,12.367,0.139
1889,1,12.099,0.154
1889,2,12.657,0.148
1889,3,13.094000000000001,0.129
1889,4,14.035,0.144
1889,5,14.788,0.161
1889,6,15.461,0.137
1889,7,15.792,0.18
1889,8,15.49,0.175
1889,9,14.825,0.162
1889,10,13.938,0.15
1889,11,12.724,0.136
1889,12,12.15,0.128
1890,1,11.766,0.153
1890,2,11.993,0.167
1890,3,12.491,0.142
1890,4,13.558,0.137
1890,5,14.443,0.146
1890,6,15.181000000000001,0.141
1890,7,15.504999999999999,0.161
1890,8,15.302,0.17
1890,9,14.718,0.16
1890,10,13.948,0.151
1890,11,12.553,0.165
1890,12,12.114,0.159
1891,1,11.741,0.162
1891,2,11.837,0.154
1891,3,12.828000000000001,0.14
1891,4,13.614,0.149
1891,5,14.68,0.145
1891,6,15.294,0.132
1891,7,15.616999999999999,0.173
1891,8,15.49,0.172
1891,9,14.926,0.154
1891,10,13.903,0.146
1891,11,12.727,0.142
1891,12,12.377,0.142
1892,1,11.945,0.171
1892,2,12.251,0.144
1892,3,12.617,0.145
1892,4,13.492,0.139
1892,5,14.548,0.141
1892,6,15.376,0.146
1892,7,15.491,0.164
1892,8,15.334,0.167
1892,9,14.792,0.151
1892,10,13.982,0.14
1892,11,12.473,0.145
1892,12,11.99,0.151
1893,1,11.325000000000001,0.142
1893,2,11.812999999999999,0.133
1893,3,12.770000000000001,0.128
1893,4,13.618,0.146
1893,5,14.561,0.173
1893,6,15.36,0.146
1893,7,15.779,0.169
1893,8,15.514999999999999,0.179
1893,9,14.843,0.146
1893,10,14.025,0.127
1893,11,12.903,0.134
1893,12,12.092,0.137
1894,1,11.695,0.155
1894,2,12.025,0.148
1894,3,12.742,0.138
1894,4,13.465,0.144
1894,5,14.558,0.153
1894,6,15.207,0.146
1894,7,15.675999999999998,0.164
1894,8,15.511999999999999,0.167
1894,9,14.853,0.14
1894,10,14.025,0.134
1894,11,12.815000000000001,0.141
1894,12,12.174,0.133
1895,1,11.769,0.135
1895,2,11.975999999999999,0.134
1895,3,12.639000000000001,0.12
1895,4,13.698,0.133
1895,5,14.625,0.166
1895,6,15.38,0.147
1895,7,15.735,0.165
1895,8,15.488,0.169
1895,9,14.859,0.152
1895,10,14.027,0.141
1895,11,13.032,0.152
1895,12,12.305,0.13
1896,1,12.009,0.135
1896,2,12.168,0.128
1896,3,12.602,0.134
1896,4,13.493,0.164
1896,5,14.679,0.17
1896,6,15.523,0.155
1896,7,15.844,0.17
1896,8,15.68,0.175
1896,9,15.006,0.179
1896,10,14.207,0.161
1896,11,12.954,0.136
1896,12,12.401,0.132
1897,1,12.059000000000001,0.152
1897,2,12.164,0.135
1897,3,12.774000000000001,0.128
1897,4,13.927000000000001,0.154
1897,5,14.947,0.159
1897,6,15.502,0.163
1897,7,15.769,0.17
1897,8,15.578,0.181
1897,9,14.948,0.159
1897,10,14.051,0.15
1897,11,12.913,0.158
1897,12,12.247,0.152
1898,1,12.07,0.19
1898,2,11.945,0.14
1898,3,12.436,0.166
1898,4,13.588000000000001,0.195
1898,5,14.527999999999999,0.147
1898,6,15.433,0.134
1898,7,15.607999999999999,0.163
1898,8,15.421,0.177
1898,9,14.796,0.147
1898,10,13.772,0.123
1898,11,12.683,0.121
1898,12,12.103,0.12
1899,1,12.027000000000001,0.144
1899,2,11.961,0.146
1899,3,12.614,0.119
1899,4,13.754000000000001,0.137
1899,5,14.744,0.152
1899,6,15.295,0.137
1899,7,15.678999999999998,0.158
1899,8,15.619,0.171
1899,9,15.078999999999999,0.142
1899,10,14.172,0.129
1899,11,13.243,0.125
1899,12,12.22,0.156
1900,1,11.816,0.154
1900,2,12.424,0.121
1900,3,13.074,0.111
1900,4,13.864,0.141
1900,5,14.882,0.145
1900,6,15.514,0.154
1900,7,15.77,0.164
1900,8,15.609,0.17
1900,9,15.056,0.148
1900,10,14.29,0.135
1900,11,13.016,0.135
1900,12,12.369,0.142
1901,1,11.950000000000001,0.136
1901,2,12.315,0.123
1901,3,13.041,0.12
1901,4,13.948,0.154
1901,5,14.789,0.145
1901,6,15.435,0.143
1901,7,15.687,0.164
1901,8,15.59,0.166
1901,9,14.902999999999999,0.143
1901,10,13.961,0.128
1901,11,12.909,0.12
1901,12,12.24,0.136
1902,1,11.948,0.145
1902,2,12.363,0.131
1902,3,12.673,0.111
1902,4,13.658000000000001,0.139
1902,5,14.568,0.148
1902,6,15.307,0.137
1902,7,15.636,0.162
1902,8,15.434999999999999,0.175
1902,9,14.82,0.156
1902,10,13.831,0.138
1902,11,12.677,0.143
1902,12,11.99,0.138
1903,1,11.975,0.144
1903,2,12.280999999999999,0.152
1903,3,12.769,0.123
1903,4,13.491000000000001,0.134
1903,5,14.491999999999999,0.146
1903,6,15.111,0.128
1903,7,15.481,0.159
1903,8,15.219,0.162
1903,9,14.574,0.148
1903,10,13.69,0.133
1903,11,12.675,0.124
1903,12,11.977,0.114
1904,1,11.57,0.127
1904,2,11.772,0.13
1904,3,12.564,0.118
1904,4,13.444,0.134
1904,5,14.408,0.145
1904,6,15.144,0.134
1904,7,15.407,0.159
1904,8,15.274999999999999,0.163
1904,9,14.584,0.139
1904,10,13.76,0.127
1904,11,12.937000000000001,0.126
1904,12,12.164,0.125
1905,1,11.895,0.13
1905,2,11.817,0.131
1905,3,12.749,0.113
1905,4,13.604000000000001,0.146
1905,5,14.652999999999999,0.141
1905,6,15.325,0.129
1905,7,15.584,0.167
1905,8,15.501999999999999,0.174
1905,9,14.844999999999999,0.143
1905,10,13.936,0.13
1905,11,13.043000000000001,0.114
1905,12,12.228,0.12
1906,1,11.897,0.124
1906,2,12.116,0.123
1906,3,12.947000000000001,0.126
1906,4,13.948,0.137
1906,5,14.663,0.147
1906,6,15.407,0.133
1906,7,15.614999999999998,0.173
1906,8,15.507,0.171
1906,9,14.857,0.149
1906,10,14.074,0.136
1906,11,12.834,0.131
1906,12,12.347,0.127
1907,1,11.823,0.113
1907,2,11.878,0.114
1907,3,12.783000000000001,0.123
1907,4,13.638,0.136
1907,5,14.434,0.149
1907,6,15.178,0.131
1907,7,15.524999999999999,0.169
1907,8,15.351999999999999,0.175
1907,9,14.783999999999999,0.145
1907,10,14.012,0.12
1907,11,12.683,0.129
1907,12,12.035,0.138
1908,1,11.812000000000001,0.127
1908,2,12.161,0.118
1908,3,12.46,0.111
1908,4,13.495000000000001,0.12
1908,5,14.648,0.139
1908,6,15.329,0.123
1908,7,15.584,0.158
1908,8,15.293,0.165
1908,9,14.817,0.134
1908,10,13.769,0.122
1908,11,12.557,0.118
1908,12,11.922,0.108
1909,1,11.463000000000001,0.115
1909,2,11.943999999999999,0.108
1909,3,12.481,0.102
1909,4,13.411000000000001,0.132
1909,5,14.424999999999999,0.138
1909,6,15.168,0.131
1909,7,15.424999999999999,0.161
1909,8,15.423,0.168
1909,9,14.703999999999999,0.135
1909,10,13.794,0.121
1909,11,12.809000000000001,0.117
1909,12,12.003,0.112
1910,1,11.842,0.127
1910,2,11.969,0.11
1910,3,12.523,0.131
1910,4,13.532,0.122
1910,5,14.588,0.133
1910,6,15.24,0.121
1910,7,15.519,0.155
1910,8,15.366999999999999,0.163
1910,9,14.75,0.135
1910,10,13.856,0.116
1910,11,12.598,0.137
1910,12,11.751,0.113
1911,1,11.546000000000001,0.103
1911,2,11.795,0.111
1911,3,12.440000000000001,0.098
1911,4,13.472000000000001,0.126
1911,5,14.408999999999999,0.14
1911,6,15.147,0.134
1911,7,15.459,0.158
1911,8,15.309,0.164
1911,9,14.696,0.137
1911,10,13.989,0.115
1911,11,12.904,0.114
1911,12,12.211,0.12
1912,1,11.995000000000001,0.116
1912,2,12.203999999999999,0.114
1912,3,12.618,0.103
1912,4,13.799000000000001,0.126
1912,5,14.69,0.14
1912,6,15.437,0.125
1912,7,15.434,0.161
1912,8,15.192,0.169
1912,9,14.526,0.131
1912,10,13.604,0.118
1912,11,12.731,0.123
1912,12,11.984,0.117
1913,1,11.696,0.103
1913,2,11.949,0.11
1913,3,12.616,0.102
1913,4,13.628,0.113
1913,5,14.527,0.129
1913,6,15.179,0.118
1913,7,15.517,0.155
1913,8,15.423,0.162
1913,9,14.766,0.127
1913,10,13.89,0.106
1913,11,12.917,0.112
1913,12,12.485,0.105
1914,1,12.23,0.099
1914,2,12.203999999999999,0.097
1914,3,12.729000000000001,0.103
1914,4,13.651,0.12
1914,5,14.727,0.13
1914,6,15.424,0.121
1914,7,15.642999999999999,0.161
1914,8,15.565,0.167
1914,9,14.92,0.14
1914,10,14.224,0.112
1914,11,13.041,0.108
1914,12,12.456,0.122
1915,1,11.997,0.104
1915,2,12.317,0.112
1915,3,13.037,0.111
1915,4,14.054,0.118
1915,5,14.953999999999999,0.132
1915,6,15.463000000000001,0.136
1915,7,15.732999999999999,0.161
1915,8,15.652,0.169
1915,9,14.971,0.141
1915,10,13.955,0.117
1915,11,13.09,0.112
1915,12,12.219,0.11
1916,1,12.035,0.114
1916,2,12.267,0.102
1916,3,12.783000000000001,0.099
1916,4,13.636000000000001,0.116
1916,5,14.606,0.131
1916,6,15.267,0.131
1916,7,15.58,0.161
1916,8,15.405999999999999,0.171
1916,9,14.777999999999999,0.138
1916,10,13.853,0.123
1916,11,12.679,0.125
1916,12,11.685,0.111
1917,1,11.558,0.126
1917,2,11.774,0.124
1917,3,12.373000000000001,0.112
1917,4,13.442,0.129
1917,5,14.354,0.144
